Comment s'appelle la croissance comparée traitant de $\lim_{x \to +\infty} \frac{\ln(x)}{x}$ ?,Croissance comparée à l'infini.
"Si $\ln(x) = 5$, alors $x = \dots$",$e^5$
Pourquoi vérifie-t-on que les solutions trouvées appartiennent au domaine d'étude ?,Car $\ln$ n'est pas définie pour des valeurs négatives ou nulles.
Quelle est l'asymptote à la courbe de la fonction exponentielle qui correspond par symétrie à l'asymptote $x=0$ de la fonction $\ln$ ?,L'axe des abscisses ($y = 0$).
La fonction $\ln$ est-elle continue sur son domaine de définition ?,"Oui, elle est continue sur $]0, +\infty[$."
Donnez la relation entre $\ln(\sqrt{e})$ et $1$.,$\ln(\sqrt{e}) = \frac{1}{2}$
Sous quelle forme simplifiée doit-on essayer de regrouper les logarithmes pour résoudre une équation ?,$\ln(A) = \ln(B)$
Quel est l'argument de $\ln(x^2 - x)$ dans l'exemple du cours ?,$x^2 - x$
"Si $a > 0$ et $b > 0$, alors $\ln(a) = \ln(b)$ si et seulement si ____.",$a = b$
"Si $a > 0$ et $b > 0$, alors $\ln(a) < \ln(b)$ si et seulement si ____.",$a < b$
Quelle est la valeur de $\ln(e^0)$ ?,$0$
Que peut-on dire de la courbe de $\ln$ par rapport à l'axe des ordonnées ?,Elle s'en approche indéfiniment sans le toucher (asymptote verticale).
"La fonction $\ln$ admet-elle un maximum sur $]0, +\infty[$ ?","Non, car sa limite en $+\infty$ est $+\infty$."
"La fonction $\ln$ admet-elle un minimum sur $]0, +\infty[$ ?","Non, car sa limite en $0^+$ est $-\infty$."
Quel est le domaine de définition de $f(x) = \ln(-x)$ ?,"$]-\infty, 0[$ (car $-x$ doit être $>0$)."
Complétez la propriété : $\ln(a^n) = \dots$,$n \ln(a)$
Que vaut $\ln(1) + \ln(e)$ ?,$1$
La fonction $\ln$ est-elle la fonction réciproque de la fonction carrée ?,"Non, c'est la réciproque de la fonction exponentielle."
"Dans le plan muni d'un repère orthonormé, la symétrie entre $\ln$ et $\exp$ est une symétrie _____.",Axiale (par rapport à la droite $y = x$).
Quelle est la limite de $x \ln(x)$ en $0^+$ ?,$0$
Quelle est la limite de $\frac{\ln(x)}{x}$ en $+\infty$ ?,$0$
"Pour résoudre $\ln(x) < 2$, quelle transformation utilise-t-on ?",$x < e^2$ (en utilisant la réciproque ou la croissance).
Le logarithme d'un nombre négatif existe-t-il dans $\mathbb{R}$ ?,Non.
L'expression $\ln(a) - \ln(b)$ est égale à _____.,$\ln(\frac{a}{b})$
L'expression $n \ln(a)$ est égale à _____.,$\ln(a^n)$
Comment note-t-on la dérivée de la fonction logarithme ?,$\ln'$ ou $\frac{1}{x}$.
Vrai ou Faux : La fonction $\ln$ croît très vite vers $+\infty$.,"Faux (elle croît très lentement, d'où les croissances comparées)."
Quelle est la valeur de $\ln(e^{-1})$ ?,$-1$
"Si $x \in ]0, 1[$, comparez $\ln(x)$ et $0$.",$\ln(x) < 0$
"Si $x > 1$, comparez $\ln(x)$ et $0$.",$\ln(x) > 0$
Quel est le signe de $\ln(e)$ ?,Positif (égal à $1$).
Quelle propriété permet d'écrire $\ln(2x) = \ln(2) + \ln(x)$ ?,La relation fonctionnelle (produit en somme).
"Dans l'inéquation $x^2 - x - 2 \le 0$, pourquoi l'intervalle est-il fermé en $2$ ?",Parce que l'inéquation est au sens large ($\le$).
