"Pour une suite $u_{n+1} = f(u_n)$, si la limite $l$ existe, quelle équation doit-elle vérifier ?",$f(l) = l$
Comment appelle-t-on un réel $l$ tel que $f(l) = l$ ?,Un point fixe de la fonction $f$.
Quelle condition sur l'intervalle $I$ est nécessaire pour étudier $u_{n+1} = f(u_n)$ (stabilité) ?,$f(I) \subset I$ (l'intervalle $I$ est stable par $f$).
"Outre la stabilité et $u_0 \in I$, quelle propriété de la fonction $f$ est requise pour affirmer que $f(l)=l$ ?",La continuité de $f$ sur l'intervalle $I$.
"Pour appliquer $f(l)=l$, que doit-on avoir établi au préalable concernant la suite $(u_n)$ ?",Qu'elle est convergente.
Comment déterminer le sens de variation d'une suite par l'étude de la fonction associée $f(x)$ ?,En étudiant le signe de $f(x) - x$ sur l'intervalle $I$.
"Si $f(x) - x \ge 0$ sur $I$, quel est le sens de variation de la suite $u_{n+1} = f(u_n)$ ?",La suite est croissante.
"Si $f(x) - x \le 0$ sur $I$, quel est le sens de variation de la suite $u_{n+1} = f(u_n)$ ?",La suite est décroissante.
Quelle est la première étape de la méthode pour étudier analytiquement $u_{n+1} = f(u_n)$ ?,Vérifier la stabilité de l'intervalle $I$ ($f(I) \subset I$).
"Dans l'étude de $u_{n+1} = f(u_n)$, comment prouve-t-on généralement que $u_n \in I$ pour tout $n$ ?",Par un raisonnement par récurrence.
"Pour établir la convergence d'une suite croissante dans la méthode analytique, que faut-il montrer ?",Qu'elle est majorée.
"Pour établir la convergence d'une suite décroissante dans la méthode analytique, que faut-il montrer ?",Qu'elle est minorée.
"Pour la suite $u_{n+1} = \sqrt{u_n + 2}$ avec $u_0=0$, vers quel point fixe unique converge-t-elle sur $[0, +\infty[$ ?",2
La suite $u_{n+1} = \sqrt{u_n + 2}$ avec $u_0=0$ est-elle croissante ou décroissante ?,Croissante.
Vrai ou Faux : Toute suite majorée est convergente.,Faux (elle doit aussi être croissante).
Vrai ou Faux : Une suite qui tend vers $+\infty$ est divergente.,Vrai.
Cloze : Une suite est _____ si elle est à la fois majorée et minorée.,bornée
"Cloze : Dans l'hérédité, on cherche à prouver la propriété au rang _____.",$k+1$
"Cloze : Si $-1 < q < 1$, la limite de $q^n$ est _____.",0
Pourquoi est-il nécessaire que $f$ soit continue pour affirmer $f(l)=l$ ?,Pour assurer que le passage à la limite dans l'égalité $u_{n+1} = f(u_n)$ est valide.
Que signifie la notation $\sum_{i=1}^{n} i$ ?,La somme des entiers de 1 à $n$ ($1 + 2 + \dots + n$).
Concept : Hypothèse de récurrence,Supposition que la propriété est vraie à un rang $k$ donné pour démontrer qu'elle l'est au rang $k+1$.
Quelle est la limite de $u_n$ si $u_n = 1^n$ pour tout $n$ ?,1
"Si une suite est croissante et n'est pas majorée, quelle est sa limite ?",$+\infty$
"Si une suite est décroissante et n'est pas minorée, quelle est sa limite ?",$-\infty$
Quel type de raisonnement utilise-t-on pour démontrer des propriétés dépendant d'un entier naturel $n$ ?,Le raisonnement par récurrence.
"Dans le théorème des Gendarmes, pourquoi les limites de $u_n$ et $w_n$ doivent-elles être identiques ?",Pour 'pincer' la suite $v_n$ et la forcer à converger vers cette même limite unique.
Terme : Point fixe,Valeur $x$ telle que $f(x) = x$.
